"","borough","year","leader","clerk","control","seats.labour","seats.other","seats.tory","seats.libdem","plabour","clabour"
"1605","Waltham Forest",1973,"Bill Pearmine","Leonard Knox","Labour",39,0,9,0,0.8125,1
"1606","Waltham Forest",1974,"Bill Pearmine","Leonard Knox","Labour",36,0,12,0,0.75,1
"1607","Waltham Forest",1975,"Bill Pearmine","Leonard Knox","Labour",36,0,12,0,0.75,1
"1608","Waltham Forest",1976,"Bill Pearmine","Leonard Knox","Labour",36,0,12,0,0.75,1
"1609","Waltham Forest",1977,"Bill Pearmine","Leonard Knox","Labour",36,0,12,0,0.75,1
"1610","Waltham Forest",1978,"Bill Pearmine","Leonard Knox","Labour",36,0,21,0,0.631578947368421,1
"1611","Waltham Forest",1979,"Bill Pearmine","Leonard Knox","Labour",36,0,21,0,0.631578947368421,1
"1612","Waltham Forest",1980,"Bill Pearmine","Leonard Knox","Labour",36,0,21,0,0.631578947368421,1
"1613","Waltham Forest",1981,"Bill Pearmine","Leonard Knox","Labour",36,0,21,0,0.631578947368421,1
"1614","Waltham Forest",1982,"Gerald King","Leonard Knox","No Overall Control",26,0,25,6,0.456140350877193,0
"1615","Waltham Forest",1983,"Gerald King","Leonard Knox","No Overall Control",26,0,25,6,0.456140350877193,0
"1616","Waltham Forest",1984,"Gerald King","Leonard Knox","No Overall Control",26,0,25,6,0.456140350877193,0
"1617","Waltham Forest",1985,"Gerald King","Leonard Knox","No Overall Control",26,0,25,6,0.456140350877193,0
"1618","Waltham Forest",1986,"Neil Gerrard","Leonard Knox","Labour",31,0,16,10,0.543859649122807,1
"1619","Waltham Forest",1987,"Neil Gerrard","Leonard Knox","Labour",31,0,16,10,0.543859649122807,1
"1620","Waltham Forest",1988,"Neil Gerrard","Leonard Knox","Labour",31,0,16,10,0.543859649122807,1
"1621","Waltham Forest",1989,"Neil Gerrard","Leonard Knox","Labour",31,0,16,10,0.543859649122807,1
"1622","Waltham Forest",1990,"Clive Morton","Alan Tobias","Labour",30,0,16,11,0.526315789473684,1
"1623","Waltham Forest",1991,"Clive Morton","Alan Tobias","Labour",30,0,16,11,0.526315789473684,1
"1624","Waltham Forest",1992,"Evan Jones","Alan Tobias","Labour",30,0,16,11,0.526315789473684,1
"1625","Waltham Forest",1993,"Evan Jones","Alan Tobias","Labour",30,0,16,11,0.526315789473684,1
"1626","Waltham Forest",1994,"Huw Morgan-Thomas","Alan Tobias","No Overall ControlLabour minority",27,0,16,14,0.473684210526316,0
"1627","Waltham Forest",1995,"Huw Morgan-Thomas","Alan Tobias","No Overall ControlLabour minority",26,1,16,14,0.456140350877193,0
"1628","Waltham Forest",1996,"Huw Morgan-Thomas","Alan Tobias","No Overall ControlLabour minority",26,1,16,14,0.456140350877193,0
"1629","Waltham Forest",1997,"Huw Morgan-Thomas","Alan Tobias","No Overall ControlLabour minority",26,2,16,13,0.456140350877193,0
"1630","Waltham Forest",1998,"Tony Buckley","Alan Tobias","Labour",30,1,14,12,0.526315789473684,1
"1631","Waltham Forest",1999,"Tony Buckley","Alan Tobias","Labour",30,1,14,12,0.526315789473684,1
"1632","Waltham Forest",2000,"Tony Buckley","Simon White","Labour",30,1,14,12,0.526315789473684,1
"1633","Waltham Forest",2001,"Tony Buckley","Simon White","Labour",30,1,14,12,0.526315789473684,1
"1634","Waltham Forest",2002,"Tony Buckley","Simon White","No Overall Control",29,0,18,13,0.483333333333333,0
"1635","Waltham Forest",2003,"Clyde Loakes","Simon White","No Overall Control",26,2,18,14,0.433333333333333,0
"1636","Waltham Forest",2004,"Clyde Loakes","Jacquie Dean","No Overall Control",27,0,18,15,0.45,0
"1637","Waltham Forest",2005,"Clyde Loakes","Jacquie Dean","No Overall Control",27,0,18,15,0.45,0
"1638","Waltham Forest",2006,"Clyde Loakes","Jacquie Dean","No Overall Control",26,0,15,19,0.433333333333333,0
"1639","Waltham Forest",2007,"Clyde Loakes","Roger Taylor","No Overall ControlCoalition of Labour and Lib Dems",26,0,15,19,0.433333333333333,0
"1640","Waltham Forest",2008,"Clyde Loakes","Andrew Kilburn","No Overall ControlCoalition of Labour and Lib Dems",25,0,15,20,0.416666666666667,0
"1641","Waltham Forest",2009,"Chris Robbins","Andrew Kilburn","No Overall ControlCoalition of Labour and Lib Dems",24,0,15,21,0.4,0
"1642","Waltham Forest",2010,"Chris Robbins","Martin Esom","Labour",37,0,18,5,0.616666666666667,1
"1643","Waltham Forest",2011,"Chris Robbins","Martin Esom","Labour",36,0,18,6,0.6,1
"1644","Waltham Forest",2012,"Chris Robbins","Martin Esom","Labour",36,0,18,6,0.6,1
"1645","Waltham Forest",2013,"Chris Robbins","Martin Esom","Labour",36,0,18,6,0.6,1
"1646","Waltham Forest",2014,"Chris Robbins","Martin Esom","Labour",44,0,16,0,0.733333333333333,1
"1647","Waltham Forest",2015,"Chris Robbins","Martin Esom","Labour",44,0,16,0,0.733333333333333,1
"1648","Waltham Forest",2016,"Chris Robbins","Martin Esom","Labour",44,0,16,0,0.733333333333333,1
"1649","Waltham Forest",2017,"Chris Robbins","Martin Esom","Labour",43,1,16,0,0.716666666666667,1
"1650","Waltham Forest",2018,"Clare Coghill","Martin Esom","Labour",46,0,1,0,0.978723404255319,1
"1651","Wandsworth",1964,"S Wellbelove","DC Kerr","Labour",47,0,13,0,0.783333333333333,1
"1652","Wandsworth",1965,"S Wellbelove","DC Kerr","Labour",47,0,13,0,0.783333333333333,1
"1653","Wandsworth",1966,"S Sporle","DC Kerr","Labour",47,0,13,0,0.783333333333333,1
"1654","Wandsworth",1967,"S Sporle","DC Kerr","Labour",47,0,13,0,0.783333333333333,1
"1655","Wandsworth",1968,"R Ash","BA Payton","Conservative",12,0,48,0,0.2,0
"1656","Wandsworth",1969,"R Ash","Norman White","Conservative",12,0,48,0,0.2,0
"1657","Wandsworth",1970,"R Ash","Norman White","Conservative",12,0,48,0,0.2,0
"1658","Wandsworth",1971,"I McGarry","Norman White","Labour",53,0,7,0,0.883333333333333,1
"1659","Wandsworth",1972,"F Sims & I McGarry","Norman White","Labour",53,0,7,0,0.883333333333333,1
"1660","Wandsworth",1973,"I McGarry","Norman White","Labour",53,0,7,0,0.883333333333333,1
"1661","Wandsworth",1974,"I McGarry","Norman White","Labour",48,0,12,0,0.8,1
"1662","Wandsworth",1975,"I McGarry","Norman White","Labour",48,0,12,0,0.8,1
"1663","Wandsworth",1976,"J Tilley","Norman White","Labour",48,0,12,0,0.8,1
"1664","Wandsworth",1977,"J Tilley","Lionel Akid","Labour",48,0,12,0,0.8,1
"1665","Wandsworth",1978,"A Belton & D Mallam","Lionel Akid","Conservative",25,0,36,0,0.409836065573771,0
"1666","Wandsworth",1979,"C Chope","Lionel Akid","Conservative",25,0,36,0,0.409836065573771,0
"1667","Wandsworth",1980,"C Chope","Fred Haynes","Conservative",25,0,36,0,0.409836065573771,0
"1668","Wandsworth",1981,"C Chope","Fred Haynes","Conservative",25,0,36,0,0.409836065573771,0
"1669","Wandsworth",1982,"C Chope","Fred Haynes","Conservative",27,0,33,1,0.442622950819672,0
"1670","Wandsworth",1983,"Paul Beresford","Fred Haynes","Conservative",27,0,33,1,0.442622950819672,0
"1671","Wandsworth",1984,"Paul Beresford","Albert Newman","Conservative",27,0,33,1,0.442622950819672,0
"1672","Wandsworth",1985,"Paul Beresford","Albert Newman","Conservative",27,0,33,1,0.442622950819672,0
"1673","Wandsworth",1986,"Paul Beresford","Albert Newman","Conservative",30,0,31,0,0.491803278688525,0
"1674","Wandsworth",1987,"Paul Beresford","Gerald Jones","Conservative",30,0,31,0,0.491803278688525,0
"1675","Wandsworth",1988,"Paul Beresford","Gerald Jones","Conservative",30,0,31,0,0.491803278688525,0
"1676","Wandsworth",1989,"Paul Beresford","Gerald Jones","Conservative",30,0,31,0,0.491803278688525,0
"1677","Wandsworth",1990,"Paul Beresford","Gerald Jones","Conservative",13,0,48,0,0.213114754098361,0
"1678","Wandsworth",1991,"Paul Beresford","Gerald Jones","Conservative",13,0,48,0,0.213114754098361,0
"1679","Wandsworth",1992,"Edward Lister","Gerald Jones","Conservative",13,0,48,0,0.213114754098361,0
"1680","Wandsworth",1993,"Edward Lister","Gerald Jones","Conservative",13,0,48,0,0.213114754098361,0
"1681","Wandsworth",1994,"Edward Lister","Gerald Jones","Conservative",16,0,45,0,0.262295081967213,0
"1682","Wandsworth",1995,"Edward Lister","Gerald Jones","Conservative",16,0,45,0,0.262295081967213,0
"1683","Wandsworth",1996,"Edward Lister","Gerald Jones","Conservative",13,0,48,0,0.213114754098361,0
"1684","Wandsworth",1997,"Edward Lister","Gerald Jones","Conservative",16,0,45,0,0.262295081967213,0
"1685","Wandsworth",1998,"Edward Lister","Gerald Jones","Conservative",11,0,50,0,0.180327868852459,0
"1686","Wandsworth",1999,"Edward Lister","Gerald Jones","Conservative",11,0,50,0,0.180327868852459,0
"1687","Wandsworth",2000,"Edward Lister","Gerald Jones","Conservative",11,0,50,0,0.180327868852459,0
"1688","Wandsworth",2001,"Edward Lister","Gerald Jones","Conservative",11,0,50,0,0.180327868852459,0
"1689","Wandsworth",2002,"Edward Lister","Gerald Jones","Conservative",10,0,50,0,0.166666666666667,0
"1690","Wandsworth",2003,"Edward Lister","Gerald Jones","Conservative",10,0,50,0,0.166666666666667,0
"1691","Wandsworth",2004,"Edward Lister","Gerald Jones","Conservative",10,0,50,0,0.166666666666667,0
"1692","Wandsworth",2005,"Edward Lister","Gerald Jones","Conservative",10,0,50,0,0.166666666666667,0
"1693","Wandsworth",2006,"Edward Lister","Gerald Jones","Conservative",9,0,51,0,0.15,0
"1694","Wandsworth",2007,"Edward Lister","Gerald Jones","Conservative",9,0,51,0,0.15,0
"1695","Wandsworth",2008,"Edward Lister","Gerald Jones","Conservative",9,0,51,0,0.15,0
"1696","Wandsworth",2009,"Edward Lister","Gerald Jones","Conservative",9,0,51,0,0.15,0
"1697","Wandsworth",2010,"Edward Lister","Gerald Jones","Conservative",13,0,47,0,0.216666666666667,0
"1698","Wandsworth",2011,"Ravi Govindia","Paul Martin","Conservative",13,0,47,0,0.216666666666667,0
"1699","Wandsworth",2012,"Ravi Govindia","Paul Martin","Conservative",13,0,47,0,0.216666666666667,0
"1700","Wandsworth",2013,"Ravi Govindia","Paul Martin","Conservative",13,0,47,0,0.216666666666667,0
"1701","Wandsworth",2014,"Ravi Govindia","Paul Martin","Conservative",19,0,41,0,0.316666666666667,0
"1702","Wandsworth",2015,"Ravi Govindia","Paul Martin","Conservative",19,2,39,0,0.316666666666667,0
"1703","Wandsworth",2016,"Ravi Govindia","Paul Martin","Conservative",19,2,39,0,0.316666666666667,0
"1704","Wandsworth",2017,"Ravi Govindia","Paul Martin","Conservative",19,2,39,0,0.316666666666667,0
"1705","Wandsworth",2018,"Ravi Govindia","Paul Martin","Conservative",26,1,33,0,0.433333333333333,0
"1706","Westminster",1964,"David Cobbold","Alan Dawtry","Conservative",19,0,41,0,0.316666666666667,0
"1707","Westminster",1965,"Gordon Pirie","Alan Dawtry","Conservative",19,0,41,0,0.316666666666667,0
"1708","Westminster",1966,"Gordon Pirie","Alan Dawtry","Conservative",19,0,41,0,0.316666666666667,0
"1709","Westminster",1967,"Gordon Pirie","Alan Dawtry","Conservative",19,0,41,0,0.316666666666667,0
"1710","Westminster",1968,"Gordon Pirie","Alan Dawtry","Conservative",5,0,55,0,0.0833333333333333,0
"1711","Westminster",1969,"A C Barrett","Alan Dawtry","Conservative",5,0,55,0,0.0833333333333333,0
"1712","Westminster",1970,"A C Barrett","Alan Dawtry","Conservative",5,0,55,0,0.0833333333333333,0
"1713","Westminster",1971,"A C Barrett","Alan Dawtry","Conservative",23,0,37,0,0.383333333333333,0
"1714","Westminster",1972,"Hugh (Guy) Cubitt","Alan Dawtry","Conservative",23,0,37,0,0.383333333333333,0
"1715","Westminster",1973,"Hugh (Guy) Cubitt","Alan Dawtry","Conservative",23,0,37,0,0.383333333333333,0
"1716","Westminster",1974,"Hugh (Guy) Cubitt","Alan Dawtry","Conservative",23,0,37,0,0.383333333333333,0
"1717","Westminster",1975,"Hugh (Guy) Cubitt","Alan Dawtry","Conservative",23,0,37,0,0.383333333333333,0
"1718","Westminster",1976,"David Cobbold","Alan Dawtry","Conservative",23,0,37,0,0.383333333333333,0
"1719","Westminster",1977,"David Cobbold","J David Whittty","Conservative",23,0,37,0,0.383333333333333,0
"1720","Westminster",1978,"David Cobbold","J David Whittty","Conservative",19,2,39,0,0.316666666666667,0
"1721","Westminster",1979,"David Cobbold","J David Whittty","Conservative",19,2,39,0,0.316666666666667,0
"1722","Westminster",1980,"David Cobbold","J David Whittty","Conservative",19,2,39,0,0.316666666666667,0
"1723","Westminster",1981,"David Cobbold","J David Whittty","Conservative",19,2,39,0,0.316666666666667,0
"1724","Westminster",1982,"David Cobbold","J David Whittty","Conservative",16,1,43,0,0.266666666666667,0
"1725","Westminster",1983,"Shirley Porter","Rodney Brooke","Conservative",16,1,43,0,0.266666666666667,0
"1726","Westminster",1984,"Shirley Porter","Rodney Brooke","Conservative",16,1,43,0,0.266666666666667,0
"1727","Westminster",1985,"Shirley Porter","Rodney Brooke","Conservative",16,1,43,0,0.266666666666667,0
"1728","Westminster",1986,"Shirley Porter","Rodney Brooke","Conservative",27,1,32,0,0.45,0
"1729","Westminster",1987,"Shirley Porter","Bill Phillips & Rodney Brooke","Conservative",27,1,32,0,0.45,0
"1730","Westminster",1988,"Shirley Porter","Bill Phillips & Rodney Brooke","Conservative",27,1,32,0,0.45,0
"1731","Westminster",1989,"Shirley Porter","Bill Phillips","Conservative",27,1,32,0,0.45,0
"1732","Westminster",1990,"Shirley Porter","Bill Phillips","Conservative",15,0,45,0,0.25,0
"1733","Westminster",1991,"David Weeks","Mervyn Montacute","Conservative",15,0,45,0,0.25,0
"1734","Westminster",1992,"David Weeks","Mervyn Montacute","Conservative",15,0,45,0,0.25,0
"1735","Westminster",1993,"Simon Milton","Mervyn Montacute","Conservative",15,0,45,0,0.25,0
"1736","Westminster",1994,"Miles Young","Bill Roots","Conservative",15,0,45,0,0.25,0
"1737","Westminster",1995,"Melvyn Caplan","Bill Roots","Conservative",15,0,45,0,0.25,0
"1738","Westminster",1996,"Melvyn Caplan","Bill Roots","Conservative",15,0,45,0,0.25,0
"1739","Westminster",1997,"Melvyn Caplan","Bill Roots","Conservative",15,0,45,0,0.25,0
"1740","Westminster",1998,"Melvyn Caplan","Bill Roots","Conservative",13,0,47,0,0.216666666666667,0
"1741","Westminster",1999,"Melvyn Caplan","Bill Roots","Conservative",13,0,47,0,0.216666666666667,0
"1742","Westminster",2000,"Simon Milton","Peter Rogers","Conservative",13,0,47,0,0.216666666666667,0
"1743","Westminster",2001,"Simon Milton","Peter Rogers","Conservative",13,0,47,0,0.216666666666667,0
"1744","Westminster",2002,"Simon Milton","Peter Rogers","Conservative",12,0,48,0,0.2,0
"1745","Westminster",2003,"Simon Milton","Peter Rogers","Conservative",12,0,48,0,0.2,0
"1746","Westminster",2004,"Simon Milton","Peter Rogers","Conservative",12,0,48,0,0.2,0
"1747","Westminster",2005,"Simon Milton","Peter Rogers","Conservative",12,0,48,0,0.2,0
"1748","Westminster",2006,"Simon Milton","Peter Rogers","Conservative",12,0,48,0,0.2,0
"1749","Westminster",2007,"Simon Milton","Peter Rogers","Conservative",12,0,48,0,0.2,0
"1750","Westminster",2008,"Colin Barrow","Mike More","Conservative",12,1,49,0,0.193548387096774,0
"1751","Westminster",2009,"Colin Barrow","Mike More","Conservative",11,0,49,0,0.183333333333333,0
"1752","Westminster",2010,"Colin Barrow","Mike More","Conservative",12,0,48,0,0.2,0
"1753","Westminster",2011,"Colin Barrow","Mike More","Conservative",12,0,48,0,0.2,0
"1754","Westminster",2012,"Philippa Roe","Mike More","Conservative",12,0,48,0,0.2,0
"1755","Westminster",2013,"Philippa Roe","Charlie Parker","Conservative",12,0,48,0,0.2,0
"1756","Westminster",2014,"Philippa Roe","Charlie Parker","Conservative",16,0,44,0,0.266666666666667,0
"1757","Westminster",2015,"Philippa Roe","Charlie Parker","Conservative",16,0,44,0,0.266666666666667,0
"1758","Westminster",2016,"Philippa Roe","Charlie Parker","Conservative",16,0,44,0,0.266666666666667,0
"1759","Westminster",2017,"Nickie Aiken","Charlie Parker","Conservative",15,0,45,0,0.25,0
"1760","Westminster",2018,"Nickie Aiken","Stuart Love","Conservative",19,0,41,0,0.316666666666667,0
